title;platform;publisher;release_date;critic_score;critic_count;critic_positive;critic_mixed;critic_negative;user_score;user_count;user_positive;user_mixed;user_negative;developer;genre;players;rating;director;writer;composer;category;is_portable;is_exclusive
Gunstar Heroes;Xbox 360;Sega;2009-06-10;79.0;6;6;0;0;80.0;4;2;2;0;Backbone Entertainment;Shooter, Action, Horizontal, Shoot-'Em-Up, Scrolling;1-4;E10+;;;;75-89;0;0
Gunstar Super Heroes;GBA;Sega;2005-10-25;83.0;31;26;5;0;82.03;7;6;1;0;Treasure;Shooter, Scrolling, Action;No Online Multiplayer;E10+;;;;75-89;1;1
Gunvalkyrie;Xbox;Sega;2002-03-18;73.0;28;15;12;1;71.02;5;4;1;0;Smilebit;Shooter, Action, Sci-Fi, Third-Person;No Online Multiplayer;T;;;;50-74;0;1
Gurumin 3D: A Monstrous Adventure;3DS;Mastiff;2016-10-13;72.0;10;6;4;0;76.02;4;3;1;0;Falcom;;;;;;;50-74;1;1
Gurumin: A Monstrous Adventure;Playstation Portable;Mastiff;2007-02-12;78.0;41;32;9;0;76.99;7;6;1;0;Falcom;Action RPG, Role-Playing;No Online Multiplayer;E10+;Mika Hayashi;;;75-89;1;0
Guts and Glory;Xbox One;tinyBuild;2018-07-19;59.0;6;1;3;2;70.0;3;1;2;0;HakJak Productions;Vehicle, Simulation, Civilian;No Online Multiplayer;M;;;;50-74;0;0
Guwange;Xbox 360;Cave;2010-11-10;76.0;10;6;4;0;86.02;2;2;0;0;Cave;;;;;;Masahiro Kusunoki;75-89;0;1
Gwent: The Witcher Card Game;PC;CD Projekt Red Studio;2018-10-23;80.0;5;4;1;0;71.99;14;4;2;8;CD Projekt Red Studio;;1-4;;;;;75-89;0;0
Gyromancer;PC;Square Enix;2009-11-18;71.0;8;3;5;0;73.01;2;2;0;0;Square Enix, PopCap;;;;Yuichi Murasawa;Kyoko Kitahara;Tsuyoshi Sekito;50-74;0;0
Gyromancer;Xbox 360;Square Enix;2009-11-18;75.0;28;16;12;0;65.0;2;1;0;1;Square Enix, PopCap;Matching, Miscellaneous, Puzzle;No Online Multiplayer;T;Yuichi Murasawa;Kyoko Kitahara;Tsuyoshi Sekito;75-89;0;0
Gyrostarr;Wii;High Voltage Software;2008-06-23;69.0;11;4;6;1;85.0;8;8;0;0;High Voltage Software;Shooter, Action, Shoot-'Em-Up, Top-Down, Static;1-4;E;;;;50-74;0;1
Gyruss;Xbox 360;Konami;2007-04-18;56.0;14;1;8;5;0.0;1;0;1;0;Digital Eclipse;Shooter, Action, Shoot-'Em-Up, Top-Down, Static;1-4;E;;;;50-74;0;1
H1Z1;PC;Daybreak Games;2018-02-28;70.0;8;2;6;0;40.0;14;6;1;7;Daybreak Games;Shooter, Action, Survival, Arcade, Action Adventure, Third-Person;64+;T;;;;50-74;0;1
H1Z1: Battle Royale;PlayStation 4;Sony Online Entertainment;2018-08-07;66.0;10;3;6;1;41.99;19;4;5;10;Sony Online Entertainment, Daybreak Games;Shooter, Action, Survival, Arcade, Action Adventure, Third-Person;64+;T;;;;50-74;0;1
HAWKEN;Xbox One;505 Games;2016-07-01;73.0;4;1;3;0;70.0;3;2;1;0;Reloaded Games;;;;;;;50-74;0;0
HAWKEN;PlayStation 4;505 Games;2016-07-08;58.0;5;0;4;1;58.01;15;3;4;8;Reloaded Games;Shooter, Action, Tactical, General, First-Person;1-16;T;;;;50-74;0;0
HAWKEN;PC;Adhesive Games;2012-12-12;73.0;7;3;4;0;76.99;104;66;19;19;Adhesive Games, Reloaded Games;;;;;;;50-74;0;0
HBO Boxing;Playstation;Acclaim;2000-11-20;26.0;7;0;2;5;40.0;0;0;0;0;Osiris Studios;;;;;;;50-;0;1
HSX HyperSonic.Xtreme;PlayStation 2;Majesco Games;2003-01-26;53.0;17;2;11;4;83.98;7;6;1;0;Blade Interactive;Futuristic, Driving, Racing;1-4;E;;;;50-74;0;1
HYPERGUN;PC;NVYVE Studios;2018-08-23;62.0;9;3;5;1;0.0;0;0;0;0;NVYVE Studios;;No Online Multiplayer;;;;;50-74;0;1
Hack 'n' Slash;PC;Double Fine Productions;2014-09-09;73.0;14;8;6;0;53.01;9;2;2;5;Double Fine Productions;;No Online Multiplayer;;;;;50-74;0;1
Hacknet;PC;Surprise Attack;2015-08-12;82.0;7;6;1;0;76.99;11;7;4;0;Orann;;No Online Multiplayer;;;;;75-89;0;1
Hacktag;PC;Piece of Cake studios;2018-02-14;73.0;4;2;2;0;0.0;0;0;0;0;Piece of Cake studios;;Online Multiplayer;;;;;50-74;0;1
Hail to the Chimp;Xbox 360;Gamecock Media Group;2008-07-02;52.0;23;2;12;9;61.02;1;1;0;0;Wideload Games Inc.;Party, Miscellaneous, Party / Minigame;1-4;T;;;;50-74;0;1
Haimrik;PC;1C Company;2018-06-19;51.0;4;1;2;1;0.0;0;0;0;0;Below the Game;;No Online Multiplayer;;;;;50-74;0;0
Haimrik;Xbox One;1C Company;2018-06-05;68.0;4;1;3;0;0.0;1;1;0;0;Below the Game;Action Adventure, General;No Online Multiplayer;M;;;;50-74;0;0
Hakuoki: Demon of the Fleeting Blossom;Playstation Portable;Aksys Games;2012-02-14;79.0;4;3;1;0;82.03;6;6;0;0;Idea Factory;;;;;;;75-89;1;1
Hakuoki: Edo Blossoms;PlayStation Vita;Idea Factory;2018-03-13;75.0;9;5;4;0;60.0;1;1;0;0;Otomate;;;;;;;75-89;1;0
Hakuoki: Kyoto Winds;PlayStation Vita;Idea Factory;2017-05-16;83.0;8;5;3;0;73.01;0;0;0;0;Idea Factory, Otomate;;;;;;;75-89;1;0
Hakuoki: Memories of the Shinsengumi;3DS;Aksys Games;2013-09-19;75.0;12;6;6;0;76.02;2;2;0;0;Idea Factory;Adventure, General, Visual Novel;No Online Multiplayer;M;;;;75-89;1;1
Halcyon 6: Lightspeed Edition;PC;Massive Damage Inc.;2017-08-09;73.0;5;3;2;0;0.0;0;0;0;0;Massive Damage Inc.;;No Online Multiplayer;;;;;50-74;0;1
Halcyon 6: Starbase Commander;PC;Massive Damage Inc.;2016-09-08;71.0;13;7;6;0;76.99;3;3;0;0;Massive Damage Inc.;;No Online Multiplayer;;;;;50-74;0;1
Half Minute Hero: The Second Coming;PC;Marvelous AQL;2014-04-04;79.0;6;5;1;0;70.0;6;3;1;2;Opus;;;;;;;75-89;0;1
Half-Life;PC;Sierra Entertainment;1998-11-19;96.0;24;24;0;0;90.0;531;488;30;13;Valve Software;Shooter, Action, Arcade, Sci-Fi, First-Person;Online Multiplayer;M;;;;90+;0;0
Half-Life;PlayStation 2;Sierra Entertainment;2001-11-11;87.0;24;22;2;0;83.98;21;20;0;1;Gearbox Software;Shooter, Action, Sci-Fi, First-Person;1-4;M;;;;75-89;0;0
Half-Life 2;Xbox;Electronic Arts;2005-11-15;90.0;35;34;1;0;82.97;67;53;9;5;Valve Software;Shooter, Action, Sci-Fi, First-Person;No Online Multiplayer;M;;;;90+;0;0
Half-Life 2;PC;VU Games;2004-11-16;96.0;81;81;0;0;91.02;1983;1737;139;107;Valve Software;Shooter, Action, Arcade, Sci-Fi, First-Person;No Online Multiplayer;M;;Marc Laidlaw;;90+;0;0
Half-Life 2: Episode One;PC;Electronic Arts;2006-06-01;87.0;61;58;3;0;86.02;589;427;104;58;Valve Software;Shooter, Action, Arcade, Sci-Fi, First-Person;No Online Multiplayer;M;;;;75-89;0;1
Half-Life 2: Episode Two;PC;Valve Software;2007-10-10;90.0;21;21;0;0;91.02;345;305;27;13;Valve Software;Shooter, Action, Arcade, Sci-Fi, First-Person;No Online Multiplayer;M;;;;90+;0;1
Half-Life: Blue Shift;PC;Sierra Entertainment;2001-06-11;71.0;19;6;13;0;82.03;104;65;25;14;Gearbox Software;Shooter, Action, Arcade, Sci-Fi, First-Person;No Online Multiplayer;M;;;;50-74;0;1
Half-Minute Hero;Playstation Portable;XSEED Games;2009-10-13;84.0;41;38;3;0;78.01;8;5;3;0;Opus;;;;;;;75-89;1;1
Half-Minute Hero: Super Mega Neo Climax;Xbox 360;Microsoft Game Studios;2011-06-29;76.0;20;15;4;1;80.0;1;1;0;0;Opus;;;;;;;75-89;0;1
Half-Minute Hero: Super Mega Neo Climax Ultimate Boy;PC;Playism;2012-09-27;75.0;6;4;2;0;75.0;8;4;2;2;Opus;;;;;;;75-89;0;1
Halfbrick Echoes;Playstation Portable;Halfbrick Studios;2009-11-19;79.0;11;7;4;0;68.01;2;2;0;0;Halfbrick Studios;;;;;;;75-89;1;1
Halfway;PC;Chucklefish;2014-07-22;69.0;13;4;9;0;61.02;5;2;2;1;Robotality;;;;;;;50-74;0;1
Halloween: Trick or Treat;DS;Virtual Playground;2011-10-27;32.0;4;0;1;3;0.0;0;0;0;0;Microvalue;Party, Party / Minigame, Miscellaneous, Adventure, General;No Online Multiplayer;E;;;;50-;1;1
Halo 2;PC;Microsoft Game Studios;2007-05-31;72.0;32;14;18;0;56.99;58;22;13;23;Microsoft Game Studios;Shooter, Action, Arcade, Sci-Fi, First-Person;No Online Multiplayer;M;;;;50-74;0;0
Halo 2;Xbox;Microsoft Game Studios;2004-11-09;95.0;91;89;2;0;82.97;513;376;84;53;Bungie Software;Shooter, Action, Sci-Fi, First-Person;1-16;M;;;;90+;0;0
Halo 2 Multiplayer Map Pack;Xbox;Microsoft Game Studios;2005-07-05;89.0;37;37;0;0;75.0;18;13;3;2;Bungie Software;Shooter, Action, Sci-Fi, First-Person;1-16;M;;;;75-89;0;1
Halo 3;Xbox 360;Microsoft Game Studios;2007-09-25;94.0;86;85;1;0;78.98;1056;658;215;183;Bungie Software, Bungie;Shooter, Action, Arcade, Sci-Fi, First-Person;1-4;M;;;;90+;0;1
Halo 3: ODST;Xbox 360;Microsoft Game Studios;2009-09-22;83.0;94;80;13;1;71.99;264;133;75;56;Bungie Software, Bungie;Shooter, Action, Arcade, Sci-Fi, First-Person;1-4;M;;Joseph Staten;;75-89;0;1
Halo 4;Xbox 360;Microsoft Game Studios;2012-11-06;87.0;87;83;3;1;70.0;1020;661;194;165;343 Industries;Shooter, Action, Arcade, Sci-Fi, First-Person;1-16;M;Frank O'Connor;;;75-89;0;1
Halo 5: Guardians;Xbox One;Microsoft Game Studios;2015-10-27;84.0;101;89;12;0;63.98;800;425;172;203;343 Industries;Shooter, Action, Arcade, Sci-Fi, First-Person;1-32;T;Tim Longo;Brian Reed;Kazuma Jinnouchi;75-89;0;1
Halo Wars;Xbox 360;Microsoft Game Studios;2009-03-03;82.0;92;81;11;0;73.01;78;44;26;8;Ensemble Studios;Real-Time, Strategy, General, Sci-Fi;1-8;T;Amanda Wyatt;;;75-89;0;1
Halo Wars 2;PC;Microsoft Game Studios;2017-02-17;70.0;21;10;10;1;58.01;20;13;5;2;Creative Assembly;;;;;;;50-74;0;0
Halo Wars 2;Xbox One;Microsoft Game Studios;2017-02-17;79.0;79;60;19;0;60.0;100;59;21;20;Creative Assembly;;;;;;;75-89;0;0
Halo Wars: Definitive Edition;Xbox One;Microsoft Game Studios;2017-02-21;81.0;9;9;0;0;71.02;9;8;1;0;Microsoft Game Studios, Microsoft;;;;;;;75-89;0;0
Halo: Combat Evolved;PC;Microsoft Game Studios;2003-09-30;83.0;40;35;4;1;75.0;122;73;22;27;Gearbox Software;Shooter, Action, Arcade, Sci-Fi, First-Person;1-16;M;;;;75-89;0;0
Halo: Combat Evolved;Xbox;Microsoft Game Studios;2001-11-14;97.0;68;68;0;0;86.02;484;402;45;37;Bungie Software;Shooter, Action, Sci-Fi, First-Person;1-4;M;;;;90+;0;0
Halo: Combat Evolved Anniversary;Xbox 360;Microsoft Game Studios;2011-11-15;82.0;73;65;8;0;82.03;164;133;26;5;343 Industries;;;;;;;75-89;0;1
Halo: Reach;Xbox 360;Microsoft Game Studios;2010-09-14;91.0;99;93;6;0;81.02;609;470;81;58;Bungie;Shooter, Action, Arcade, Sci-Fi, First-Person;1-4;M;;;;90+;0;1
Halo: Reach - Defiant Map Pack;Xbox 360;Microsoft Game Studios;2011-03-15;81.0;6;6;0;0;75.0;3;2;1;0;Certain Affinity, Bungie;;;;;;;75-89;0;1
Halo: Spartan Assault;Xbox 360;Microsoft Game Studios;2014-01-31;51.0;5;0;4;1;53.01;4;1;1;2;Vanguard, Vanguard Games;;;;;;;50-74;0;0
Halo: Spartan Assault;PC;Microsoft Game Studios;2013-07-18;70.0;17;6;10;1;61.99;22;4;14;4;Vanguard, 343 Industries;Shooter, Action, Vertical, Shoot-'Em-Up, Scrolling, Top-Down, General;No Online Multiplayer;T;;;;50-74;0;0
Halo: Spartan Assault;Xbox One;Microsoft Game Studios;2013-12-23;53.0;28;1;20;7;45.0;47;11;17;19;Vanguard, 343 Industries;;;;;;;50-74;0;0
Halo: Spartan Strike;PC;Microsoft Game Studios;2015-04-16;66.0;9;1;7;1;61.02;3;2;1;0;343 Industries, Vanguard Games;;;;;;;50-74;0;1
Halo: The Master Chief Collection;Xbox One;Microsoft Game Studios;2014-11-11;85.0;69;60;8;1;73.98;358;225;53;80;343 Industries;Shooter, Action, Arcade, Miscellaneous, Sci-Fi, Compilation, First-Person;1-16;M;;;;75-89;0;1
Hamilton's Great Adventure;PC;Fatshark AB;2011-05-31;77.0;10;7;3;0;73.98;8;6;2;0;Fatshark AB;Adventure, General;No Online Multiplayer;E;;;;75-89;0;0
Hamilton's Great Adventure;PlayStation 3;Fatshark AB;2011-08-23;74.0;15;9;6;0;60.0;1;1;0;0;Fatshark AB;;;;;;;50-74;0;0
Hammer & Sickle;PC;Take-Two Interactive;2005-12-05;52.0;26;3;15;8;85.0;2;2;0;0;Nival Interactive, Novik & Co;Turn-Based, Strategy, Historic, Tactics;No Online Multiplayer;T;;;;50-74;0;1
Hammerin' Hero;Playstation Portable;Atlus;2009-04-07;73.0;19;10;9;0;73.01;1;0;0;1;Irem;Beat-'Em-Up, Action, 2D;1-4;E10+;;;;50-74;1;1
Hammerwatch;PC;Crackshell;2013-08-12;72.0;5;2;3;0;73.98;31;15;12;4;Crackshell;;;;;;;50-74;0;0
Hammerwatch;Switch;BlitWorks;2017-12-14;70.0;5;2;3;0;71.99;4;3;0;1;Crackshell;;;;;;;50-74;0;0
Hamsterball;PlayStation 3;TikGames;2010-03-25;61.0;5;1;4;0;63.01;1;1;0;0;Creat Studios;;;;;;;50-74;0;1
Hamtaro: Ham Ham Heartbreak;GBA;Nintendo;2003-04-08;72.0;7;5;1;1;87.97;14;13;0;1;Pax Softonica;Action, General;1-4;E;;;;50-74;1;1
Hamtaro: Ham-Ham Games;GBA;Nintendo;2004-07-27;77.0;20;13;7;0;82.97;4;4;0;0;Alphadream Corporation;Sports, General;No Online Multiplayer;E;;;;75-89;1;1
Hand of Fate;Xbox One;Defiant Development;2015-02-18;80.0;11;9;2;0;73.01;14;9;3;2;Defiant Development;;;;;;;75-89;0;0
Hand of Fate;PlayStation 4;Defiant Development;2015-02-17;79.0;15;11;4;0;75.0;8;7;1;0;Defiant Development;;;;;;;75-89;0;0
Hand of Fate;PC;Defiant Development;2015-02-17;78.0;28;16;12;0;76.99;37;21;14;2;Defiant Development;Board / Card Game, General, Miscellaneous, Role-Playing;No Online Multiplayer;T;;;;75-89;0;0
Hand of Fate 2;Xbox One;Defiant Development;2017-12-01;82.0;7;6;1;0;70.0;2;2;0;0;Defiant Development;;;;;;;75-89;0;0
Hand of Fate 2;Switch;Defiant Development;2018-07-17;81.0;13;11;2;0;80.0;0;0;0;0;Defiant Development;Board / Card Game, Miscellaneous;No Online Multiplayer;T;;;;75-89;0;0
Hand of Fate 2;PlayStation 4;Defiant Development;2017-11-07;82.0;14;12;2;0;71.99;2;1;0;1;Defiant Development;;;;;;;75-89;0;0
Hand of Fate 2;PC;Defiant Development;2017-11-07;80.0;27;22;5;0;71.02;3;3;0;0;Defiant Development;;No Online Multiplayer;;;;;75-89;0;0
Hands On! Tangrams;DS;Storm City Games;2009-10-06;68.0;5;2;3;0;0.0;0;0;0;0;Island Officials;;;;;;;50-74;1;1
Hannah Montana: The Movie;Xbox 360;Disney Interactive Studios;2009-04-07;25.0;4;0;0;4;38.01;15;7;0;8;n-Space;;;;;;;50-;0;0
Hannspree Ten Kate Honda: SBK-07 Superbike World Championship;PlayStation 2;Valcon Games;2007-10-29;68.0;15;4;11;0;82.03;0;0;0;0;Milestone S.r.l;Street, Driving, Motorcycle, Racing;1-4;E10+;;;;50-74;0;1
Hans Christian Andersen: The Ugly Prince Duckling;PC;The Adventure Company;2007-03-20;63.0;8;0;8;0;0.0;0;0;0;0;Guppyworks;;;;;;;50-74;0;1
Happy Birthdays;Switch;Nippon Ichi Software;2018-06-05;71.0;12;3;9;0;70.0;0;0;0;0;Arc System Works;Action Adventure, Sandbox;No Online Multiplayer;E;;;;50-74;0;1
Happy Feet;PC;Midway;2006-11-14;42.0;4;0;1;3;45.0;0;0;0;0;Artificial Mind and Movement;Action, Rhythm, Music, Adventure, General;1-4;E;;;;50-;0;0
Happy Feet;PlayStation 2;Warner Bros. Interactive Entertainment;2006-11-14;49.0;6;0;3;3;53.98;3;2;0;1;Artificial Mind and Movement;Adventure, General;1-4;E;;;;50-;0;0
Happy Feet;Wii;Midway;2006-11-13;46.0;11;0;5;6;66.99;6;2;2;2;Artificial Mind and Movement;Action, Rhythm, Music, Adventure, General;No Online Multiplayer;E;;;;50-;0;0
Happy Feet Two: The Videogame;Xbox 360;Warner Bros. Interactive Entertainment;2011-11-08;64.0;5;2;2;1;75.0;1;0;1;0;KMM Games;Action Adventure, Fantasy, General;1-4;E;;;;50-74;0;0
Happy Hammerin';Wii;Gamebridge;2010-03-01;52.0;5;0;4;1;0.0;0;0;0;0;Agenda;Party, Miscellaneous, Party / Minigame;1-4;E;;;;50-74;0;1
Happy Tree Friends: False Alarm;Xbox 360;Sega;2008-06-25;51.0;13;0;6;7;58.98;1;0;1;0;Stainless Games;Action, General;No Online Multiplayer;M;;;;50-74;0;0
Happy Wars;Xbox 360;Microsoft Game Studios;2012-10-12;61.0;10;1;8;1;68.98;29;12;11;6;Toylogic Inc.;;;;;;;50-74;0;0
Harbinger;PC;DreamCatcher Interactive;2003-02-26;57.0;21;5;10;6;68.01;2;0;1;1;Silverback Entertainment;Action RPG, Role-Playing;No Online Multiplayer;T;;;Mark Samuels;50-74;0;1
Hard Corps: Uprising;PlayStation 3;Konami;2011-03-15;76.0;23;15;7;1;73.01;7;6;1;0;Arc System Works;;;;;;;75-89;0;0
Hard Corps: Uprising;Xbox 360;Konami;2011-02-16;75.0;47;28;18;1;71.02;5;4;0;1;Arc System Works;;;;;;;75-89;0;0
Hard Reset;PC;Kalypso;2011-09-13;73.0;49;28;20;1;73.01;111;59;36;16;Flying Wild Hog;;;;;;;50-74;0;1
Hard Reset Redux;PlayStation 4;Gambitious;2016-06-03;69.0;4;2;2;0;65.0;1;0;1;0;Flying Wild Hog;;;;;;;50-74;0;0
Hard Reset Redux;PC;Gambitious;2016-06-03;73.0;13;5;8;0;66.02;8;4;4;0;Flying Wild Hog;;No Online Multiplayer;;;;;50-74;0;0
Hard Reset Redux;Xbox One;Gambitious;2016-06-03;67.0;15;3;11;1;63.98;2;0;2;0;Flying Wild Hog;;;;;;;50-74;0;0
Hard Rock Casino;PlayStation 2;Crave;2006-11-27;45.0;7;0;2;5;0.0;0;0;0;0;Farsight Studios;Parlor, Gambling, Miscellaneous;No Online Multiplayer;T;;;;50-;0;0
Hard Rock Casino;Playstation Portable;Crave;2007-04-24;44.0;8;0;2;6;0.0;0;0;0;0;Farsight Studios;Parlor, Gambling, Miscellaneous;1-8;T;;;;50-;1;0
Hard Truck: Apocalypse;PC;CDV Software Entertainment AG;2006-06-26;45.0;11;0;3;8;85.0;10;7;1;2;Buka Entertainment, Targem Games;Driving, Combat, Vehicle, Simulation, Car Combat;No Online Multiplayer;T;;;;50-;0;1
Hard West;PC;Gambitious;2015-11-18;73.0;44;20;24;0;75.0;26;12;9;5;CreativeForge Games;;No Online Multiplayer;;;;;50-74;0;1
Hard to be a God;PC;Akella;2007-10-19;55.0;11;4;2;5;68.01;3;2;0;1;Burut Software;;;;;;;50-74;0;1
Hardware: Rivals;PlayStation 4;Sony Interactive Entertainment;2016-01-05;56.0;24;1;20;3;51.99;28;5;15;8;SCEA;Vehicle, Combat, Simulation;1-16;E10+;;;;50-74;0;1
Hardwood Backgammon;Xbox 360;Silver Creek Entertainment;2005-12-08;62.0;10;1;8;1;66.02;2;0;1;1;Silver Creek Entertainment;Board / Card Game, Board Games, Miscellaneous;1-4;E;;;;50-74;0;0
Hardwood Hearts;Xbox 360;Silver Creek Entertainment;2005-12-08;64.0;11;2;8;1;73.98;0;0;0;0;Silver Creek Entertainment;Parlor, Gambling, Board / Card Game, Miscellaneous;1-4;E;;;;50-74;0;1
Hardwood Spades;Xbox 360;Silver Creek Entertainment;2005-12-08;62.0;8;1;5;2;65.0;1;0;0;1;Silver Creek Entertainment;Board / Card Game, Board Games, Miscellaneous;1-4;E;;;;50-74;0;1
Harlem Globetrotters: World Tour;GBA;DSI Games;2006-10-02;28.0;4;0;0;4;0.0;0;0;0;0;DSI Games;Basketball, Arcade, Sports, Traditional;No Online Multiplayer;E;;;;50-;1;0
Harley-Davidson Motorcycles: Race to the Rally;PlayStation 2;Activision;2006-11-27;33.0;4;0;0;4;0.0;0;0;0;0;FUN Labs;Street, Driving, Motorcycle, Racing;No Online Multiplayer;E;;;;50-;0;0
HarmoKnight;3DS;Nintendo;2013-03-28;73.0;37;20;16;1;76.02;9;7;2;0;Game Freak;Action, Rhythm, Music, Miscellaneous;No Online Multiplayer;E;James Turner;;;50-74;1;1
Harmonix Music VR;PlayStation 4;Harmonix Music Systems;2016-10-10;44.0;10;1;2;7;61.99;1;1;0;0;Harmonix Music Systems;;;;;;;50-;0;1
Harms Way;Xbox 360;Bongfish;2010-12-08;65.0;4;0;4;0;61.99;6;3;2;1;Bongfish;Action, General;No Online Multiplayer;T;;;;50-74;0;1
Harold;PC;Moon Spider Studio;2015-02-12;70.0;17;7;10;0;60.0;1;1;0;0;Moon Spider Studio;;;;;;;50-74;0;1
Harry Potter and the Chamber of Secrets;PC;Electronic Arts;2002-11-14;77.0;8;7;1;0;85.0;23;17;6;0;KnowWonder;Action Adventure, Fantasy, General, Open-World;No Online Multiplayer;E;;Michael Humes;Jeremy Soule;75-89;0;0
Harry Potter and the Chamber of Secrets;GBA;Electronic Arts;2002-11-14;76.0;11;8;3;0;83.98;5;4;1;0;Eurocom Entertainment Software;Action Adventure, Fantasy;No Online Multiplayer;E;;;;75-89;1;0
Harry Potter and the Chamber of Secrets;Xbox;Electronic Arts;2002-11-14;77.0;13;8;5;0;76.02;2;1;1;0;Eurocom Entertainment Software;Action Adventure, Fantasy;No Online Multiplayer;E;;;;75-89;0;0
Harry Potter and the Chamber of Secrets;Gamecube;Electronic Arts;2002-11-14;77.0;14;8;6;0;82.03;13;8;3;2;Eurocom Entertainment Software;Action Adventure, Fantasy;No Online Multiplayer;E;;;;75-89;0;0
Harry Potter and the Chamber of Secrets;PlayStation 2;Electronic Arts;2002-11-14;71.0;16;6;10;0;76.02;23;13;7;3;Electronic Arts;Action Adventure, Fantasy;No Online Multiplayer;E;;;;50-74;0;0
Harry Potter and the Deathly Hallows, Part 1;PC;Electronic Arts;2010-11-16;37.0;5;0;0;5;36.99;6;2;0;4;EA Bright Light;;;;;;;50-;0;0
Harry Potter and the Deathly Hallows, Part 1;DS;Electronic Arts;2010-11-16;56.0;6;1;2;3;60.0;3;1;0;2;Full Fat;;;;;;;50-74;1;0
Harry Potter and the Deathly Hallows, Part 1;Wii;Electronic Arts;2010-11-16;41.0;8;0;3;5;50.0;7;2;0;5;Electronic Arts;;;;;;;50-;0;0
Harry Potter and the Deathly Hallows, Part 1;PlayStation 3;Electronic Arts;2010-11-16;38.0;27;0;6;21;31.99;5;0;1;4;EA Bright Light;;;;;;;50-;0;0
Harry Potter and the Deathly Hallows, Part 1;Xbox 360;Electronic Arts;2010-11-16;38.0;42;1;10;31;48.98;17;4;5;8;EA Bright Light;;;;;;;50-;0;0
Harry Potter and the Deathly Hallows, Part 2;DS;Electronic Arts;2011-07-12;55.0;5;0;3;2;0.0;1;0;1;0;Full Fat;;;;;;;50-74;1;0
Harry Potter and the Deathly Hallows, Part 2;Wii;Electronic Arts;2011-07-12;47.0;6;0;3;3;66.02;2;1;0;1;EA Bright Light;;;;;;;50-;0;0
Harry Potter and the Deathly Hallows, Part 2;PC;Electronic Arts;2011-07-12;43.0;12;1;1;10;46.02;16;8;0;8;;;;;;;James Hannigan;50-;0;0
Harry Potter and the Deathly Hallows, Part 2;PlayStation 3;Electronic Arts;2011-07-12;43.0;21;0;7;14;58.98;13;2;9;2;EA Bright Light;;;;;;James Hannigan;50-;0;0
Harry Potter and the Deathly Hallows, Part 2;Xbox 360;Electronic Arts;2011-07-12;44.0;31;1;10;20;50.0;9;3;1;5;EA Bright Light;;;;;;James Hannigan;50-;0;0
Harry Potter and the Goblet of Fire;GBA;Electronic Arts;2005-11-08;71.0;9;4;4;1;60.0;2;0;0;2;Magic Pockets;Action Adventure, Fantasy;1-4;E;;;;50-74;1;0
Harry Potter and the Goblet of Fire;Playstation Portable;Electronic Arts;2005-11-15;70.0;13;3;10;0;73.98;3;0;0;3;Electronic Arts;Action Adventure, Fantasy, General;1-4;E10+;;;;50-74;1;0
Harry Potter and the Goblet of Fire;DS;Electronic Arts;2005-11-08;68.0;15;9;5;1;60.0;3;1;0;2;Magic Pockets;Action Adventure, Fantasy, General;1-4;E;;;;50-74;1;0
Harry Potter and the Goblet of Fire;PC;Electronic Arts;2005-11-08;66.0;16;3;11;2;38.01;10;1;0;9;Electronic Arts;Action Adventure, Fantasy, General;1-4;E10+;;;;50-74;0;0
Harry Potter and the Goblet of Fire;Gamecube;Electronic Arts;2005-11-08;69.0;20;5;15;0;53.98;4;0;2;2;Electronic Arts;Action Adventure, Fantasy;1-4;E10+;;;;50-74;0;0
Harry Potter and the Goblet of Fire;Xbox;Electronic Arts;2005-11-08;68.0;26;7;19;0;45.0;4;1;0;3;Electronic Arts;Action Adventure, Fantasy;1-4;E10+;;;;50-74;0;0
Harry Potter and the Goblet of Fire;PlayStation 2;Electronic Arts;2005-11-08;68.0;29;4;25;0;63.98;26;11;6;9;Electronic Arts;Action Adventure, Fantasy;1-4;E10+;;;;50-74;0;0
Harry Potter and the Half-Blood Prince;DS;Electronic Arts;2009-06-30;48.0;9;0;4;5;43.01;2;0;0;2;EA Bright Light;;;;;;;50-;1;0
Harry Potter and the Half-Blood Prince;PC;Electronic Arts;2009-06-30;64.0;14;2;11;1;50.0;8;2;5;1;EA Bright Light;;;;;;;50-74;0;0
Harry Potter and the Half-Blood Prince;PlayStation 3;Electronic Arts;2009-06-30;66.0;35;6;27;2;45.0;5;1;2;2;EA Bright Light;Action Adventure, Fantasy, General;1-4;E10+;;;;50-74;0;0
Harry Potter and the Half-Blood Prince;Wii;Electronic Arts;2009-06-30;60.0;35;3;29;3;53.01;2;0;1;1;EA Bright Light;;;;;;;50-74;0;0
Harry Potter and the Half-Blood Prince;Xbox 360;Electronic Arts;2009-06-30;64.0;38;6;29;3;39.0;3;1;1;1;EA Bright Light;;;;;;;50-74;0;0
Harry Potter and the Order of the Phoenix;PC;Electronic Arts;2007-06-25;63.0;11;2;8;1;53.98;11;4;2;5;EA Games;Action Adventure, Fantasy, General;No Online Multiplayer;E10+;;;;50-74;0;0
Harry Potter and the Order of the Phoenix;Playstation Portable;Electronic Arts;2007-06-25;52.0;11;1;7;3;76.02;6;3;2;1;EA Games;Action Adventure, Fantasy, General;1-4;E10+;;;;50-74;1;0
